x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,avanza
5.5,50.0,3,3,1,32,2,3,2,4.28,68.2,2,3,1.1,1.0,73.0,0,2.0,1
16.9,69.0,3,0,1,39,2,9,2,4.02,83.8,2,1,3.4,19.3,48.0,1,6.0,1
7.2,38.0,3,0,0,28,3,6,3,3.0,36.0,2,0,0.3,3.8,30.0,1,3.0,0
15.1,61.0,3,1,1,32,4,6,0,3.96,43.4,5,2,1.0,13.4,33.0,1,6.0,1
6.1,69.0,3,3,0,28,5,9,0,4.43,82.1,2,3,8.9,12.9,47.0,1,4.0,1
1.8,61.0,4,2,0,27,3,4,0,3.63,39.8,2,1,1.8,1.9,67.0,1,1.0,0
0.6,42.0,1,3,0,46,3,2,1,4.68,4.0,4,0,6.6,2.2,43.0,0,5.0,0
7.6,89.0,4,0,1,29,4,4,2,4.02,35.3,4,2,2.6,7.1,34.0,1,8.0,1
5.2,67.0,3,4,0,32,4,3,0,3.92,39.8,3,1,1.6,5.0,50.0,1,6.0,0
0.2,86.0,5,1,0,44,2,7,0,3.4,15.5,4,0,,3.8,55.0,0,3.0,0
2.2,61.0,4,1,1,42,2,6,3,4.4,34.4,3,3,3.1,4.4,58.0,0,3.0,1
15.7,52.0,4,5,0,50,3,4,1,,93.4,2,2,16.7,3.5,24.0,0,3.0,0
3.5,69.0,3,4,0,39,3,8,3,3.57,85.9,1,1,1.7,1.4,55.0,0,7.0,0
2.8,62.0,3,0,0,30,4,3,1,3.05,44.6,3,3,4.2,1.1,54.0,0,2.0,0
3.1,47.0,3,2,0,54,3,3,2,4.16,71.0,2,2,,25.4,43.0,0,2.0,0
1.2,87.0,4,3,0,40,2,5,3,4.04,15.2,4,2,3.9,20.2,67.0,1,7.0,1
2.3,56.0,4,1,0,34,2,2,3,3.8,75.3,5,2,2.6,8.2,57.0,1,5.0,1
2.3,37.0,4,1,0,36,5,3,1,4.1,47.6,3,3,6.1,4.6,37.0,0,2.0,0
0.3,85.0,2,3,0,37,2,4,0,4.06,72.3,5,3,5.8,13.9,57.0,1,5.0,0
7.3,57.0,3,3,0,33,1,9,1,,64.4,4,0,12.8,1.4,22.0,1,2.0,0
2.7,56.0,3,2,1,23,4,6,2,3.49,23.3,3,0,15.1,1.3,43.0,1,3.0,0
8.6,39.0,1,0,1,50,4,4,2,,83.5,6,2,1.0,1.8,44.0,0,1.0,0
9.5,91.0,3,3,0,35,4,4,2,3.73,57.2,1,1,4.3,14.1,60.0,0,4.0,1
1.2,46.0,2,0,1,37,3,6,0,3.28,78.4,6,2,7.8,20.7,96.0,0,4.0,0
5.4,66.0,4,1,1,54,6,9,1,3.87,9.4,2,1,13.1,9.2,46.0,0,,0
3.2,79.0,3,4,1,29,2,6,1,3.74,61.5,1,3,0.6,2.2,72.0,1,3.0,1
10.6,71.0,3,2,0,41,3,9,3,3.64,29.2,5,1,11.9,4.9,70.0,1,6.0,1
1.2,64.0,5,3,1,28,3,8,2,4.22,86.1,3,0,1.0,20.8,30.0,1,7.0,1
5.7,39.0,3,0,0,38,1,4,1,3.41,95.0,2,1,3.4,8.6,70.0,1,1.0,0
4.7,53.0,1,1,1,37,3,5,2,3.06,5.6,1,0,4.2,7.2,39.0,1,4.0,0
1.7,68.0,3,3,0,42,4,7,0,3.71,72.4,3,2,8.5,12.9,50.0,0,4.0,0
0.7,53.0,2,1,0,46,3,6,2,3.5,10.3,3,2,6.5,5.3,84.0,0,6.0,0
5.3,68.0,2,0,0,30,5,6,0,3.85,85.8,0,2,10.9,1.0,58.0,1,2.0,0
6.7,75.0,2,1,1,48,4,5,2,3.43,12.5,4,0,6.2,33.9,40.0,1,5.0,1
1.9,79.0,3,2,1,48,4,3,2,3.97,19.5,2,2,1.7,14.9,57.0,1,,0
5.2,47.0,2,2,0,33,4,9,1,3.41,25.2,1,1,0.8,38.0,27.0,0,2.0,0
2.5,98.0,3,3,0,35,4,4,1,,72.8,8,2,0.7,22.8,66.0,1,5.0,0
6.2,77.0,4,3,1,31,4,8,0,4.05,29.3,2,1,0.4,5.6,40.0,1,7.0,1
1.1,65.0,3,3,1,32,4,4,1,3.78,59.6,4,3,10.8,5.7,13.0,1,5.0,1
11.0,81.0,4,3,1,24,3,7,3,3.33,57.2,2,3,2.7,1.9,45.0,0,6.0,1
1.7,100.0,3,3,1,42,3,3,1,3.42,40.2,2,1,13.5,19.8,42.0,1,4.0,1
2.3,43.0,3,3,0,22,2,5,1,3.65,53.9,0,3,6.0,11.6,57.0,1,3.0,0
0.3,62.0,4,3,0,29,4,3,2,3.34,11.8,2,1,12.3,3.5,33.0,1,3.0,0
0.6,29.0,2,1,0,35,3,5,1,3.68,87.6,2,3,8.1,38.6,55.0,1,10.0,0
3.6,68.0,2,2,0,47,3,2,1,3.7,20.7,2,1,3.5,17.5,40.0,1,6.0,0
1.6,70.0,3,3,1,30,2,3,0,3.43,88.0,2,1,1.0,25.7,49.0,1,3.0,0
9.0,64.0,3,0,0,39,4,8,2,4.06,51.9,3,3,1.2,2.3,66.0,0,3.0,1
0.1,55.0,4,1,0,34,6,10,2,3.39,61.4,1,0,1.9,10.8,66.0,1,9.0,0
2.4,34.0,4,1,0,44,4,2,3,4.3,25.7,0,2,0.1,50.0,69.0,1,2.0,0
2.1,71.0,3,3,0,38,4,5,0,3.71,22.2,5,2,4.4,5.2,39.0,0,6.0,1
0.1,87.0,3,2,1,42,3,8,0,3.54,49.1,1,3,3.2,6.2,54.0,1,1.0,1
0.7,56.0,3,3,0,30,3,6,3,4.02,26.7,0,3,0.4,9.2,55.0,1,7.0,1
2.7,72.0,5,1,0,26,2,1,2,3.81,42.3,1,2,7.0,1.0,69.0,0,3.0,0
3.4,41.0,4,3,1,38,3,4,3,4.1,44.0,1,2,6.9,3.1,45.0,0,5.0,0
2.6,72.0,4,0,0,31,3,6,1,3.0,27.1,0,1,0.5,4.7,28.0,0,4.0,1
3.8,59.0,3,1,0,35,5,5,1,4.01,29.2,7,1,0.9,1.0,63.0,1,9.0,0
4.5,54.0,4,1,1,38,3,7,1,3.59,97.3,5,2,1.2,4.6,70.0,0,3.0,0
0.0,54.0,3,1,0,46,3,6,0,3.82,58.7,2,1,3.0,9.5,55.0,1,5.0,0
3.1,59.0,3,1,1,42,5,6,1,3.76,83.2,4,1,11.6,1.0,34.0,0,5.0,0
16.6,71.0,4,2,1,29,3,6,0,4.34,4.6,5,0,4.4,9.1,82.0,1,3.0,1
3.7,45.0,1,0,0,25,2,5,2,3.06,0.2,2,0,4.6,19.3,52.0,0,6.0,0
5.7,59.0,5,5,0,50,3,4,3,4.45,51.9,2,2,1.4,1.9,40.0,1,5.0,1
1.9,64.0,2,2,1,22,3,3,1,4.08,82.7,4,0,3.9,39.1,66.0,1,8.0,0
7.4,49.0,4,1,0,31,4,7,0,3.86,61.1,3,3,0.9,6.4,75.0,0,6.0,0
7.4,92.0,3,3,1,41,2,1,3,3.23,61.9,2,0,5.0,6.9,26.0,0,5.0,1
3.7,52.0,3,3,0,50,4,8,0,3.13,13.9,4,1,1.1,8.7,58.0,0,2.0,0
18.7,55.0,3,4,1,33,5,10,2,3.58,97.9,5,1,0.1,6.0,69.0,1,7.0,1
0.7,50.0,3,1,1,35,3,10,3,4.05,53.0,7,2,3.0,12.7,48.0,0,1.0,0
0.1,92.0,3,4,1,27,2,3,1,3.8,10.3,2,2,1.4,2.4,52.0,0,2.0,0
7.4,73.0,3,2,0,36,4,6,3,4.03,41.4,3,1,4.0,30.4,48.0,0,3.0,1
8.2,51.0,1,1,0,25,3,8,2,3.21,7.2,2,1,5.5,24.3,73.0,1,3.0,0
0.6,82.0,2,3,0,28,3,3,1,3.82,41.8,4,3,6.7,12.4,33.0,1,5.0,0
1.5,68.0,2,6,1,42,4,1,3,4.24,71.2,3,2,16.0,18.7,46.0,1,4.0,0
0.1,69.0,3,4,0,31,3,4,2,4.38,32.4,4,2,3.2,14.8,82.0,0,1.0,0
1.7,60.0,4,2,1,43,5,10,2,3.3,31.3,2,2,2.6,7.7,41.0,1,0.0,1
7.4,54.0,4,0,0,34,3,5,2,3.66,51.4,3,2,1.1,2.0,27.0,1,4.0,0
3.6,70.0,3,3,0,23,3,5,1,3.66,49.8,1,1,5.5,4.7,50.0,1,7.0,0
2.1,57.0,3,2,0,46,5,9,1,3.55,46.7,1,2,2.6,25.9,66.0,1,2.0,0
2.3,92.0,4,2,1,23,2,3,0,4.16,51.7,2,3,1.6,13.2,49.0,1,2.0,1
0.0,46.0,3,3,1,30,2,1,1,4.95,4.8,3,2,2.3,24.1,43.0,0,3.0,0
1.8,88.0,3,1,0,33,5,9,1,3.35,47.4,3,1,1.9,25.2,58.0,0,4.0,1
5.2,63.0,3,1,1,44,2,4,0,3.97,99.2,4,3,15.4,9.0,87.0,1,6.0,1
18.3,69.0,2,1,0,30,2,4,0,3.92,76.4,3,2,1.0,6.9,46.0,0,3.0,1
9.4,77.0,1,4,1,27,3,7,1,,28.8,2,2,2.1,6.7,81.0,0,,1
0.1,56.0,2,1,1,36,1,3,2,4.33,67.8,2,2,1.5,7.0,56.0,1,1.0,1
11.4,78.0,3,3,0,33,4,9,0,3.95,33.0,4,2,0.8,35.1,37.0,1,4.0,1
7.6,24.0,2,4,0,31,3,5,2,3.0,19.2,4,2,1.4,2.0,75.0,1,2.0,0
7.6,54.0,2,1,0,37,4,5,2,3.23,77.4,3,2,2.7,2.0,45.0,1,8.0,0
3.1,51.0,3,2,0,24,2,5,3,3.37,21.0,4,3,4.0,5.9,27.0,0,4.0,0
2.5,46.0,2,1,1,22,5,10,2,3.5,85.9,3,1,3.8,19.4,54.0,0,5.0,0
1.8,62.0,2,2,1,54,2,4,3,3.74,38.0,1,1,5.9,22.9,43.0,0,3.0,0
0.3,71.0,4,1,1,36,4,2,2,3.71,75.7,2,1,0.3,20.9,77.0,1,6.0,1
1.3,76.0,1,2,1,37,5,7,0,3.07,26.0,3,2,1.5,10.5,56.0,0,4.0,0
1.4,69.0,3,3,0,28,3,1,1,3.16,65.3,3,2,1.7,23.4,42.0,1,5.0,0
3.3,55.0,3,0,0,43,2,2,2,3.0,21.3,4,3,4.7,2.6,63.0,0,2.0,0
6.9,71.0,3,1,1,30,1,3,1,3.18,2.2,2,1,0.9,11.0,50.0,1,2.0,0
3.2,67.0,3,0,1,22,6,10,1,4.2,81.5,4,2,1.0,4.8,55.0,1,4.0,1
0.3,79.0,3,4,1,30,4,6,2,3.69,85.6,1,1,0.4,3.8,14.0,0,2.0,1
15.8,77.0,4,3,1,32,5,2,1,3.42,88.1,1,2,3.0,1.3,33.0,0,3.0,1
14.3,65.0,3,1,0,33,4,4,3,3.03,3.6,4,1,5.2,5.4,53.0,1,6.0,0
7.7,52.0,4,2,0,33,3,6,1,3.39,76.1,2,3,4.8,1.0,31.0,0,6.0,0
23.7,55.0,3,1,1,29,2,4,2,4.04,83.6,4,2,5.4,5.2,41.0,0,3.0,1
3.9,57.0,5,2,0,28,5,10,3,3.99,31.2,1,2,0.7,7.7,64.0,0,5.0,1
16.5,60.0,4,6,1,32,3,10,2,3.7,47.0,2,0,3.5,5.3,58.0,1,5.0,1
0.4,69.0,5,6,0,22,3,9,2,3.69,40.8,4,2,0.4,17.7,68.0,1,4.0,1
2.3,76.0,3,2,0,22,3,5,3,3.09,44.0,5,1,13.6,4.0,50.0,1,6.0,0
1.3,64.0,3,2,0,36,2,4,2,3.49,84.7,2,1,,1.0,40.0,1,3.0,0
1.1,65.0,4,3,1,36,3,3,1,4.02,41.8,1,2,8.4,2.7,71.0,1,0.0,0
0.8,67.0,4,2,1,43,4,2,3,3.53,30.2,3,1,0.2,20.6,51.0,1,5.0,1
4.9,57.0,5,0,0,33,2,1,0,4.45,13.0,1,1,,12.1,34.0,0,2.0,0
7.6,51.0,3,2,0,24,2,2,1,4.28,67.5,4,1,7.7,10.3,75.0,1,5.0,0
4.3,39.0,4,2,1,22,3,1,1,3.62,8.4,1,2,4.0,9.3,51.0,1,1.0,0
0.8,55.0,3,2,0,27,4,8,2,3.69,6.1,3,1,2.7,16.6,65.0,1,3.0,0
8.3,72.0,3,4,0,39,2,3,0,4.69,68.2,3,2,0.5,2.6,54.0,1,3.0,1
5.1,54.0,2,4,0,48,1,5,2,4.14,69.4,2,1,4.3,2.8,65.0,1,4.0,1
2.5,61.0,3,2,0,35,6,10,1,3.83,19.9,5,1,3.7,1.7,60.0,1,4.0,1
5.6,72.0,4,0,1,24,1,10,0,3.87,95.7,2,1,2.5,5.0,45.0,1,2.0,1
1.5,73.0,2,2,0,27,1,7,3,3.86,78.8,6,1,1.1,3.8,45.0,0,3.0,0
2.1,49.0,3,0,0,27,3,7,1,3.79,68.6,1,1,1.0,29.6,61.0,1,5.0,0
12.5,80.0,3,3,0,31,2,3,1,3.37,75.4,3,1,14.0,1.0,52.0,0,2.0,0
1.7,82.0,2,2,0,45,3,6,1,3.64,41.2,6,0,13.4,7.7,50.0,0,3.0,0
3.2,48.0,3,1,1,46,5,10,2,3.23,45.6,3,1,11.1,15.7,43.0,0,4.0,1
11.0,53.0,3,2,0,33,3,9,2,4.09,87.0,4,1,2.9,28.5,46.0,0,4.0,0
6.2,83.0,2,3,1,37,4,10,3,,2.5,1,3,17.8,40.6,27.0,1,3.0,1
0.3,63.0,4,3,0,28,5,9,1,4.11,80.2,3,2,1.4,1.0,58.0,0,3.0,0
0.8,32.0,5,3,1,22,2,3,2,3.29,44.8,4,2,2.2,2.6,40.0,1,6.0,0
0.0,44.0,3,1,1,51,3,10,2,4.37,46.4,2,1,0.8,50.0,52.0,1,4.0,0
5.0,61.0,2,2,0,22,4,10,2,,32.6,4,2,2.5,4.5,49.0,1,3.0,1
3.0,48.0,3,1,1,22,3,5,2,3.17,60.7,3,1,0.8,1.0,53.0,1,6.0,1
0.7,59.0,3,2,0,51,4,6,2,3.6,67.6,4,3,0.3,32.6,50.0,1,3.0,0
15.8,65.0,3,2,0,35,4,8,0,3.64,16.1,3,1,0.0,6.2,57.0,0,,1
3.8,87.0,1,1,0,25,3,5,0,,56.6,2,1,1.9,4.1,37.0,1,7.0,0
1.4,61.0,3,4,0,41,1,5,2,3.7,46.5,6,2,9.1,2.0,49.0,1,3.0,0
3.5,81.0,5,1,0,42,1,1,1,4.02,78.2,2,3,2.3,6.6,50.0,1,6.0,1
5.7,86.0,3,2,0,23,3,5,1,3.61,54.5,4,2,4.1,5.5,37.0,1,1.0,0
0.4,87.0,3,0,0,30,1,3,1,3.11,43.0,3,0,,30.9,35.0,1,4.0,0
1.6,69.0,5,0,1,43,4,7,1,4.11,52.9,3,3,3.2,2.9,41.0,1,8.0,0
8.2,36.0,3,2,0,28,3,2,2,3.48,49.1,2,2,3.3,1.1,53.0,1,4.0,0
3.1,72.0,3,0,0,38,4,2,1,3.53,93.5,5,1,3.0,3.9,34.0,0,2.0,0
4.0,81.0,3,4,0,48,3,9,2,4.47,31.2,1,0,0.5,9.5,64.0,1,1.0,1
2.8,64.0,5,2,0,22,4,4,1,3.96,3.7,5,2,4.0,4.8,41.0,1,4.0,0
0.2,91.0,3,0,0,32,5,7,2,3.48,66.2,2,1,5.1,4.5,50.0,1,3.0,0
0.9,78.0,4,0,0,37,4,8,2,3.32,60.4,6,2,0.0,6.1,60.0,1,9.0,1
2.9,74.0,3,5,1,22,3,5,2,4.19,91.0,2,0,0.3,24.7,28.0,1,3.0,1
1.2,81.0,3,2,0,30,1,5,1,4.16,11.7,1,2,3.1,13.0,70.0,0,6.0,1
0.3,70.0,3,1,1,44,3,5,0,3.6,52.3,6,0,7.3,9.0,37.0,1,1.0,0
9.3,28.0,3,2,0,29,3,7,0,3.3,15.1,1,2,3.0,6.2,70.0,1,1.0,0
19.9,58.0,4,1,0,22,6,9,0,3.95,45.6,4,3,2.3,1.0,58.0,1,3.0,1
7.9,83.0,3,2,0,45,3,9,0,4.04,79.9,4,2,11.0,25.9,23.0,0,1.0,0
9.6,53.0,3,1,1,39,4,4,2,3.65,85.7,2,3,0.3,1.6,48.0,1,2.0,0
1.4,62.0,3,3,1,34,4,4,3,3.36,83.4,5,2,0.6,2.5,38.0,1,5.0,1
16.2,49.0,4,0,0,34,3,10,0,3.81,54.7,5,2,4.6,7.2,75.0,0,4.0,1
1.1,92.0,2,0,0,44,3,7,0,3.98,63.4,1,1,0.5,1.8,53.0,1,3.0,0
15.1,90.0,4,1,0,38,2,5,3,3.61,55.2,4,1,0.6,12.3,21.0,0,3.0,1
25.0,52.0,3,3,0,41,1,2,2,3.9,56.1,5,1,8.2,8.2,69.0,1,9.0,1
6.2,67.0,2,3,1,29,4,5,1,3.94,88.5,8,0,0.9,8.3,58.0,0,2.0,0
19.9,55.0,3,2,1,22,4,4,3,4.26,20.9,3,1,3.9,41.0,56.0,1,4.0,1
4.2,74.0,3,2,0,41,3,4,2,3.63,43.9,0,1,2.0,13.4,50.0,1,2.0,0
1.5,73.0,3,3,0,45,3,5,2,3.34,61.0,1,1,0.6,15.8,29.0,1,0.0,1
2.9,77.0,3,3,1,33,3,10,2,3.77,76.5,4,2,2.0,11.3,74.0,1,2.0,0
4.5,70.0,2,2,1,43,3,3,1,4.48,76.2,1,2,2.2,3.6,46.0,1,3.0,0
0.4,100.0,5,1,1,32,2,2,1,3.09,11.7,3,2,,1.0,72.0,0,5.0,1
4.9,50.0,1,1,0,34,4,3,1,3.0,22.2,1,1,0.7,9.9,50.0,1,4.0,0
19.9,39.0,3,1,1,51,3,8,2,3.76,91.2,4,2,0.2,7.1,47.0,1,5.0,1
1.1,59.0,3,1,0,32,3,5,0,3.65,35.8,1,3,3.7,1.6,24.0,1,7.0,1
7.9,41.0,3,0,0,32,1,2,1,3.72,0.3,1,2,0.3,23.6,39.0,0,3.0,0
11.9,43.0,3,3,1,22,4,8,1,3.7,20.0,3,2,0.7,8.2,70.0,1,5.0,1
14.4,50.0,3,2,1,41,2,2,1,4.2,97.0,2,2,16.0,7.3,61.0,1,3.0,0
16.1,51.0,3,3,0,29,3,4,0,3.78,31.0,2,2,0.1,6.5,58.0,1,7.0,0
3.7,51.0,3,3,1,36,3,2,2,4.13,61.4,2,1,4.1,16.1,59.0,0,4.0,1
18.9,73.0,2,2,1,32,3,2,1,3.0,72.7,1,1,0.6,1.0,50.0,0,2.0,1
7.1,57.0,3,4,0,31,2,1,3,3.59,64.7,3,0,6.9,2.9,43.0,0,4.0,1
0.9,62.0,3,0,1,34,5,7,3,3.47,37.8,3,2,3.5,27.9,38.0,1,,1
3.2,78.0,1,0,1,35,3,5,1,3.0,43.0,3,1,2.6,1.0,43.0,0,5.0,0
6.3,54.0,3,3,1,46,4,1,1,3.84,83.8,7,3,2.5,11.3,52.0,1,5.0,1
1.4,61.0,3,1,0,49,4,3,2,3.76,66.3,1,2,4.4,3.3,38.0,1,5.0,1
5.1,70.0,3,1,0,41,4,3,1,3.61,2.3,3,2,7.3,9.3,50.0,0,6.0,1
5.5,36.0,3,3,1,46,3,4,3,3.75,20.3,1,3,0.0,9.1,51.0,1,7.0,1
0.9,29.0,3,0,0,43,4,3,2,3.84,28.6,7,1,0.1,12.8,47.0,0,6.0,0
4.2,70.0,3,5,0,39,4,3,2,4.21,36.5,4,1,1.3,2.3,25.0,1,1.0,1
7.4,72.0,2,1,1,48,3,10,2,4.06,57.7,3,3,5.4,12.3,34.0,1,3.0,1
3.5,96.0,3,1,1,23,4,6,0,3.93,36.7,4,3,0.9,18.3,48.0,1,6.0,1
0.1,67.0,3,3,0,29,2,5,2,4.72,82.5,5,1,2.1,2.3,18.0,1,5.0,0
0.0,77.0,3,2,0,28,1,5,0,3.52,47.4,6,2,2.8,18.7,65.0,0,7.0,0
2.2,62.0,3,4,1,32,3,6,1,3.26,50.2,3,0,1.9,1.6,69.0,1,4.0,0
13.0,69.0,3,5,0,41,5,9,1,4.27,42.7,0,0,2.5,3.7,63.0,1,3.0,1
1.3,90.0,3,0,0,25,4,6,2,4.55,31.0,7,2,6.4,5.4,54.0,1,7.0,1
5.0,33.0,3,0,0,40,4,6,3,3.55,72.5,3,1,1.0,4.5,32.0,0,4.0,0
1.3,71.0,3,1,1,30,2,7,0,4.35,23.0,4,3,1.6,15.9,55.0,1,7.0,0
1.9,97.0,3,1,0,32,3,3,2,3.59,68.9,3,2,,3.8,71.0,0,,1
9.4,69.0,3,3,1,37,3,4,0,4.03,53.0,1,2,8.0,16.7,33.0,1,3.0,1
6.5,90.0,2,2,1,50,4,2,0,4.06,10.2,1,0,0.9,1.0,88.0,0,3.0,1
0.5,56.0,2,3,0,29,2,5,3,3.55,1.8,7,3,3.0,4.6,62.0,0,7.0,0
2.8,65.0,3,0,0,34,3,5,0,4.54,16.9,3,1,8.3,29.3,34.0,0,0.0,0
0.1,66.0,4,2,0,25,5,10,0,,76.1,3,2,0.5,5.8,35.0,1,5.0,1
3.3,32.0,3,2,0,29,5,8,1,3.39,38.5,4,2,5.1,7.6,42.0,1,4.0,0
5.4,47.0,2,3,0,25,5,8,1,3.88,80.5,1,0,1.0,16.8,49.0,0,4.0,0
0.6,49.0,4,2,1,37,3,5,1,4.17,50.2,3,3,0.8,1.0,44.0,1,7.0,1
1.7,77.0,4,3,0,39,5,9,0,3.05,3.3,1,1,1.1,14.5,8.0,0,0.0,1
2.5,78.0,4,5,1,41,4,7,1,3.81,84.6,4,2,2.8,1.0,30.0,0,2.0,1
12.6,70.0,3,4,1,28,5,8,1,3.14,93.6,4,2,3.7,9.7,50.0,0,4.0,1
25.0,77.0,4,3,0,40,5,9,2,4.07,7.4,3,0,0.9,11.3,53.0,0,4.0,1
0.2,63.0,1,1,0,36,5,6,3,3.83,20.8,4,3,0.5,1.9,64.0,1,3.0,0
7.2,83.0,2,1,1,34,2,3,1,3.65,71.6,4,1,2.4,22.8,40.0,1,,1
2.3,65.0,2,3,1,24,2,3,2,3.17,99.7,3,1,0.2,10.1,52.0,1,,1
2.5,66.0,3,2,1,36,4,9,1,3.56,87.6,4,0,3.1,2.0,50.0,0,3.0,0
7.0,61.0,2,2,0,37,3,9,0,4.01,9.9,1,1,,23.7,37.0,0,4.0,0
12.5,75.0,3,2,1,36,3,5,3,3.78,60.7,1,2,11.7,20.9,59.0,1,5.0,1
15.1,59.0,3,2,0,39,4,1,2,4.28,66.5,0,1,,13.3,57.0,0,7.0,1
4.3,80.0,3,1,0,41,1,5,0,4.25,63.1,2,2,2.3,6.2,85.0,1,6.0,0
2.2,48.0,4,1,0,25,1,1,1,4.23,56.8,6,2,1.2,8.2,66.0,0,7.0,1
7.7,49.0,2,2,0,33,3,5,1,3.58,29.2,4,3,1.0,14.6,27.0,1,1.0,0
1.4,75.0,3,4,1,40,2,1,3,3.92,66.9,3,2,2.9,4.3,64.0,0,4.0,0
4.2,64.0,4,3,0,33,4,4,2,3.41,72.8,1,1,0.6,10.9,29.0,1,1.0,0
2.2,58.0,1,0,1,44,5,9,1,3.3,57.6,2,1,0.1,11.7,72.0,0,,0
5.3,78.0,3,4,1,36,4,4,0,,49.7,1,2,0.7,3.0,46.0,1,4.0,1
1.4,56.0,4,1,1,22,4,9,1,3.33,21.9,4,3,1.6,1.7,55.0,1,4.0,1
1.1,62.0,4,3,0,43,1,4,3,3.28,54.5,3,2,0.0,2.2,70.0,0,5.0,0
12.5,86.0,4,3,1,34,3,6,1,3.84,12.8,4,2,7.8,1.0,57.0,1,1.0,1
0.5,88.0,3,1,0,22,4,4,0,3.69,7.3,2,1,3.5,16.7,62.0,0,5.0,0
3.5,89.0,3,2,1,33,4,1,0,3.73,77.8,7,2,0.1,19.9,40.0,1,2.0,0
1.2,61.0,2,4,1,24,2,4,1,4.72,67.6,4,1,1.0,19.3,36.0,0,0.0,0
0.2,83.0,3,4,0,42,4,7,0,3.4,64.9,1,2,4.4,31.9,50.0,1,4.0,0
0.2,51.0,2,2,0,35,6,9,2,4.0,92.8,3,3,0.1,1.1,60.0,1,2.0,0
1.0,51.0,3,0,1,27,2,3,1,3.83,38.1,2,3,1.9,32.0,48.0,1,5.0,0
10.1,30.0,4,3,1,42,2,3,3,4.2,40.0,3,3,0.4,8.4,75.0,1,3.0,1
1.7,90.0,3,1,0,39,3,7,2,,41.4,8,3,2.0,6.0,59.0,1,,0
15.0,52.0,3,1,0,33,1,4,1,3.71,46.5,2,1,13.8,1.8,45.0,0,8.0,0
4.4,63.0,3,0,0,24,5,9,2,3.85,51.3,3,2,2.4,7.9,48.0,0,1.0,0
2.9,51.0,3,5,1,27,5,10,1,3.23,77.8,4,1,3.8,13.7,42.0,0,3.0,0
4.3,75.0,5,4,0,27,4,6,0,3.08,21.8,2,0,2.1,1.1,57.0,0,5.0,1
3.6,59.0,3,3,1,42,4,1,3,3.79,43.4,7,3,1.5,45.7,44.0,1,4.0,0
7.1,45.0,3,4,1,22,4,6,2,,50.5,3,0,3.8,29.8,53.0,0,3.0,0
1.7,72.0,3,1,1,35,3,6,0,3.66,16.9,2,0,3.9,26.2,73.0,1,4.0,0
2.2,43.0,2,1,1,33,4,2,1,3.71,70.2,0,0,3.8,6.3,57.0,1,5.0,0
11.2,52.0,3,3,0,44,4,5,0,4.26,5.6,4,0,0.1,23.3,49.0,1,4.0,1
14.6,33.0,4,2,0,37,4,6,1,3.74,58.6,5,0,4.8,1.6,47.0,1,8.0,1
11.2,44.0,2,1,0,40,1,4,0,4.11,20.2,1,2,4.5,29.0,70.0,1,3.0,0
2.7,68.0,2,2,0,30,3,9,1,4.87,0.8,1,3,0.3,23.1,56.0,1,3.0,0
7.6,36.0,2,2,0,24,3,8,2,3.57,31.6,5,2,0.8,10.6,61.0,0,4.0,1
3.2,43.0,4,2,1,32,4,2,3,3.73,42.9,7,2,2.9,13.0,41.0,1,7.0,1
3.4,65.0,3,0,1,42,3,6,1,3.96,81.7,1,2,1.8,5.2,30.0,1,3.0,0
1.1,57.0,3,3,0,42,3,6,2,4.4,40.8,2,2,3.4,35.7,69.0,0,1.0,0
4.5,95.0,3,4,0,31,4,4,0,3.75,91.5,2,3,5.7,1.0,66.0,1,3.0,1
1.0,93.0,4,5,0,27,3,3,0,4.09,84.3,4,2,3.2,26.6,34.0,1,6.0,1
2.0,52.0,4,1,1,25,2,1,2,3.94,19.3,3,0,2.5,3.6,63.0,0,4.0,0
9.7,73.0,4,3,1,34,5,5,3,3.77,15.6,2,2,1.2,19.6,71.0,1,2.0,1
1.2,76.0,4,1,0,36,2,5,0,3.63,24.4,5,3,3.8,1.0,44.0,0,2.0,1
0.4,56.0,3,3,1,48,1,1,1,3.56,36.0,2,1,7.0,3.4,49.0,0,4.0,0
0.4,43.0,3,1,0,36,2,2,3,5.0,58.3,3,1,1.2,2.6,79.0,1,4.0,0
14.1,65.0,4,1,0,41,2,2,2,3.18,12.4,0,2,6.2,45.9,69.0,0,4.0,0
3.5,62.0,4,1,0,28,3,7,0,3.22,53.2,2,2,2.2,2.8,39.0,0,2.0,0
2.6,58.0,1,3,1,35,4,3,1,3.9,58.1,1,3,0.5,5.6,40.0,1,4.0,0
8.3,72.0,2,3,0,36,3,1,3,3.88,66.1,1,2,9.7,4.2,47.0,1,3.0,0
9.0,54.0,5,1,0,34,2,2,1,3.97,55.0,6,2,4.6,50.0,54.0,1,5.0,0
2.0,48.0,3,2,0,35,2,2,1,3.45,82.5,2,1,7.4,11.5,58.0,1,,0
5.9,67.0,4,2,0,36,3,4,1,3.39,64.2,3,3,4.3,5.4,31.0,1,5.0,0
7.4,71.0,3,0,1,39,3,7,1,3.69,92.5,2,1,0.5,28.6,41.0,1,4.0,0
5.3,47.0,2,1,0,46,3,1,1,4.16,70.1,6,2,,14.7,22.0,1,3.0,0
0.8,79.0,2,1,1,22,2,1,2,3.39,43.6,4,2,4.0,14.6,61.0,1,,0
